experiment_id,result_group,model,dataset,seed,summary_path,checkpoint_path,config_path,predictions_path,n,cer,wer,exact,pred_len_mean,blank_logit_penalty,checkpoint_epoch,checkpoint_val_cer,grouped_domains,included_in_thesis,notes,cyrillic_handwriting_cer,cyrillic_handwriting_wer,cyrillic_handwriting_exact,hkr_words_cer,hkr_words_wer,hkr_words_exact,school_notebooks_clean_cer,school_notebooks_clean_wer,school_notebooks_clean_exact
border_suppression_v1,diagnostic,border_suppression_v1,school_notebooks_clean,,outputs/h2_gold_audit_v1/border_suppression_v1/summary.json,,,,23,,,,,,,,,needs_decision,,,,,,,,,,
candidates,diagnostic,candidates,,,outputs/h2_gold_audit_v1/candidates/summary.json,,,,,,,,,,,,,needs_decision,,,,,,,,,,
contact_sheet,diagnostic,contact_sheet,,,outputs/h2_gold_audit_v1/contact_sheet/summary.json,,,,100,,,,,,,,,needs_decision,,,,,,,,,,
school_dark_padding_repair_v1,diagnostic,school_dark_padding_repair_v1,school_notebooks_clean,,outputs/h2_gold_audit_v1/school_dark_padding_repair_v1/summary.json,,,,,,,,,,,,,needs_decision,,,,,,,,,,
school_foreground_v3,diagnostic,school_foreground_v3,school_notebooks_clean,,outputs/h2_gold_audit_v1/school_foreground_v3/summary.json,,,,23,,,,,,,,,needs_decision,,,,,,,,,,
image_only_clean,primary,image_only_clean,,,outputs/h3_graph_quality_v1/image_only_clean/summary.json,,,,,,,,,,,,,needs_decision,,,,,,,,,,
image_only_clean_v2,primary,image_only_clean_v2,,,outputs/h3_graph_quality_v1/image_only_clean_v2/summary.json,,,,,,,,,,,,,needs_decision,,,,,,,,,,
eval_full_cyrillic_v1_test_final,primary,eval_full_cyrillic_v1_test_final,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_test_final/predictions.jsonl,1563,0.14053150582338028,0.5470036255065046,0.39859245041586694,9.431222008957134,-0.4,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_full_cyrillic_v1_train_final,primary,eval_full_cyrillic_v1_train_final,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_train_final/predictions.jsonl,65031,0.003706065303965444,0.02407210919920241,0.9728898525318694,7.467776906398487,-0.4,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_full_cyrillic_v1_val_final,primary,eval_full_cyrillic_v1_val_final,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_full_cyrillic_v1_val_final/predictions.jsonl,7232,0.08085436907536696,0.3268436578171092,0.6645464601769911,7.409430309734513,-0.4,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_full_hkr_words_v1_test_final,primary,eval_full_hkr_words_v1_test_final,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_test_final/predictions.jsonl,6495,0.1525421159570027,0.5186425455478618,0.371824480369515,10.273903002309469,-0.6,72,0.13101144310783036,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_full_hkr_words_v1_train_final,primary,eval_full_hkr_words_v1_train_final,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_train_final/predictions.jsonl,51954,0.0028537487974202467,0.017722729080853736,0.9713785271586404,11.168321977133619,-0.6,72,0.13101144310783036,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_full_hkr_words_v1_val_final,primary,eval_full_hkr_words_v1_val_final,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_full_hkr_words_v1_val_final/predictions.jsonl,6494,0.1310928369219005,0.4641797556719077,0.4314752078842008,10.154296273483215,-0.6,72,0.13101144310783036,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_full_iam_v1_test_final,primary,eval_full_iam_v1_test_final,,,outputs/htr_baseline_v1/eval_full_iam_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_full_iam_v1_test_final/predictions.jsonl,1039,0.06366733557681778,0.2202036934378109,0.2685274302213667,43.6390760346487,-0.5,76,0.06699550696201605,iam|line|None,needs_decision,,,,,,,,,,
eval_full_iam_v1_train_final,primary,eval_full_iam_v1_train_final,,,outputs/htr_baseline_v1/eval_full_iam_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_full_iam_v1_train_final/predictions.jsonl,11134,0.0007167616823019173,0.003717254264993576,0.9718879109035388,43.22354948805461,-0.5,76,0.06699550696201605,iam|line|None,needs_decision,,,,,,,,,,
eval_full_iam_v1_val_final,primary,eval_full_iam_v1_val_final,,,outputs/htr_baseline_v1/eval_full_iam_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_full_iam_v1_val_final/predictions.jsonl,1180,0.06700994512899658,0.22772088053743073,0.25084745762711863,42.7135593220339,-0.5,76,0.06699550696201605,iam|line|None,needs_decision,,,,,,,,,,
eval_full_school_notebooks_v1_test_final,primary,eval_full_school_notebooks_v1_test_final,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_test_final/predictions.jsonl,24623,0.08377374948852143,0.30601470170166106,0.6997522641432806,5.828656134508386,-0.2,47,0.04932361069038134,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_full_school_notebooks_v1_train_final,primary,eval_full_school_notebooks_v1_train_final,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_train_final/predictions.jsonl,234833,0.006103460132414311,0.03717877121593805,0.9629822043750239,5.862161621237219,-0.2,47,0.04932361069038134,"school_notebooks_clean|phrase|pupil_comment,school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_full_school_notebooks_v1_val_final,primary,eval_full_school_notebooks_v1_val_final,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_full_school_notebooks_v1_val_final/predictions.jsonl,24214,0.04924816684279359,0.1947495938988464,0.8094077806227802,5.9176096473114725,-0.2,47,0.04932361069038134,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_test,primary,eval_mini10k_cyrillic_v1_test,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_test/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_test/predictions.jsonl,1563,0.25555111461612673,0.7892727660481978,0.1695457453614843,9.220729366602686,-0.5620253164556961,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_test_final,primary,eval_mini10k_cyrillic_v1_test_final,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_test_final/predictions.jsonl,1563,0.25556994036073877,0.7890061846875667,0.1708253358925144,9.28342930262316,-0.9,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_train,primary,eval_mini10k_cyrillic_v1_train,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_train/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_train/predictions.jsonl,10000,0.0005028983238983237,0.0024,0.9973,7.406,-0.4,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_train_final,primary,eval_mini10k_cyrillic_v1_train_final,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_train_final/predictions.jsonl,10000,0.00047611621711621705,0.0022333333333333337,0.9975,7.4073,-0.9,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_val,primary,eval_mini10k_cyrillic_v1_val,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_val/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_val/predictions.jsonl,2000,0.1613407232838537,0.5521499999999999,0.437,7.287,-0.4,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_cyrillic_v1_val_final,primary,eval_mini10k_cyrillic_v1_val_final,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_cyrillic_v1_val_final/predictions.jsonl,2000,0.16015036413320047,0.5506499999999999,0.439,7.3255,-0.9,72,0.1609431527987832,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_test_final,primary,eval_mini10k_hkr_words_v1_test_final,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_test_final/predictions.jsonl,2000,0.21581158558288902,0.6825833333333337,0.1955,10.182,-0.9,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_test_final_bestpen,primary,eval_mini10k_hkr_words_v1_test_final_bestpen,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_test_final_bestpen/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_test_final_bestpen/predictions.jsonl,2000,0.21394474943700884,0.6803750000000002,0.1975,10.248,-1.2101265822784808,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_train_final,primary,eval_mini10k_hkr_words_v1_train_final,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_train_final/predictions.jsonl,10000,0.013985738744530534,0.0852700000000003,0.8622,11.1078,-0.9,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_train_final_bestpen,primary,eval_mini10k_hkr_words_v1_train_final_bestpen,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_train_final_bestpen/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_train_final_bestpen/predictions.jsonl,10000,0.013746162683336838,0.08378666666666691,0.8653,11.1258,-1.2101265822784808,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_val_final,primary,eval_mini10k_hkr_words_v1_val_final,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_final/predictions.jsonl,2000,0.21031492616430605,0.6395416666666669,0.236,9.915,-0.9,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_val_final_bestpen,primary,eval_mini10k_hkr_words_v1_val_final_bestpen,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_final_bestpen/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_final_bestpen/predictions.jsonl,2000,0.20993709594713755,0.640541666666667,0.2345,9.967,-1.2101265822784808,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_hkr_words_v1_val_recheck,primary,eval_mini10k_hkr_words_v1_val_recheck,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_recheck/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_hkr_words_v1_val_recheck/predictions.jsonl,2000,0.21031492616430605,0.6395416666666669,0.236,9.915,-0.9,40,0.20993709594713755,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mini10k_iam_v1_test_final,primary,eval_mini10k_iam_v1_test_final,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_test_final/predictions.jsonl,1039,0.0665786261116855,0.22363374926270335,0.2550529355149182,43.50240615976901,-0.3,71,0.07014890118543075,iam|line|None,needs_decision,,,,,,,,,,
eval_mini10k_iam_v1_train_final,primary,eval_mini10k_iam_v1_train_final,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_train_final/predictions.jsonl,10000,0.0011075322599555218,0.005861318012053326,0.9573,43.1993,-0.3,71,0.07014890118543075,iam|line|None,needs_decision,,,,,,,,,,
eval_mini10k_iam_v1_val_final,primary,eval_mini10k_iam_v1_val_final,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_iam_v1_val_final/predictions.jsonl,1180,0.06947127542964358,0.2320579738750229,0.20508474576271185,42.599152542372885,-0.3,71,0.07014890118543075,iam|line|None,needs_decision,,,,,,,,,,
eval_mini10k_school_notebooks_v1_test_final,primary,eval_mini10k_school_notebooks_v1_test_final,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_test_final/predictions.jsonl,2000,0.22374851676101645,0.6195,0.3875,5.6635,-1.0,74,0.15209059486265358,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mini10k_school_notebooks_v1_train_final,primary,eval_mini10k_school_notebooks_v1_train_final,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_train_final/predictions.jsonl,10000,0.0016668875568875564,0.0108,0.9891,5.87,-1.0,74,0.15209059486265358,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mini10k_school_notebooks_v1_val_final,primary,eval_mini10k_school_notebooks_v1_val_final,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mini10k_school_notebooks_v1_val_final/predictions.jsonl,2000,0.15172898425104295,0.4795,0.524,5.795,-1.0,74,0.15209059486265358,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_test_final,primary,eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_test_final/predictions.jsonl,1563,0.12805299160456846,0.5198336532309659,0.4344209852847089,9.445297504798464,-0.2,47,0.06657137128836879,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_val_final,primary,eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_cyrillic_handwriting_val_final/predictions.jsonl,7232,0.07727801940147991,0.31949207227138654,0.6709070796460177,7.423396017699115,-0.2,47,0.06657137128836879,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_hkr_words_test_final,primary,eval_mixed_cyrillic_balanced50k_v1_hkr_words_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_hkr_words_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_hkr_words_test_final/predictions.jsonl,6495,0.06910687283741551,0.31290736463946417,0.6127790608160123,10.434334103156274,-0.2,47,0.06657137128836879,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_hkr_words_val_final,primary,eval_mixed_cyrillic_balanced50k_v1_hkr_words_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_hkr_words_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_hkr_words_val_final/predictions.jsonl,6494,0.060912835850983345,0.26515501488553345,0.6569140745303357,10.241607637819525,-0.2,47,0.06657137128836879,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_test_final,primary,eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_test_final/predictions.jsonl,24623,0.10017002452562954,0.34522600820371196,0.6587337042602445,5.860252609348983,-0.2,47,0.06657137128836879,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_val_final,primary,eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_balanced50k_v1_school_notebooks_clean_val_final/predictions.jsonl,24214,0.06152935847935926,0.2361719115663115,0.7667052118609069,5.924341290162716,-0.2,47,0.06657137128836879,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_test_final,primary,eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_test_final/predictions.jsonl,1563,0.12079026677701254,0.49364470036255037,0.4561740243122201,9.402431222008957,-0.4,46,0.05389584135257089,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_val_final,primary,eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_cyrillic_handwriting_val_final/predictions.jsonl,7232,0.07225412843380646,0.293922842920354,0.6962112831858407,7.416067477876106,-0.4,46,0.05389584135257089,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_hkr_words_test_final,primary,eval_mixed_cyrillic_natural_full_v1_hkr_words_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_hkr_words_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_hkr_words_test_final/predictions.jsonl,6495,0.06230800708538979,0.28669489350782495,0.641108545034642,10.434488067744418,-0.4,46,0.05389584135257089,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_hkr_words_val_final,primary,eval_mixed_cyrillic_natural_full_v1_hkr_words_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_hkr_words_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_hkr_words_val_final/predictions.jsonl,6494,0.05654034949081926,0.2554614515963435,0.672928857406837,10.253618724976901,-0.4,46,0.05389584135257089,"hkr_words|phrase|None,hkr_words|word|None",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_test_final,primary,eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_test_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_test_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_test_final/predictions.jsonl,24623,0.07444094508606701,0.27417455224789833,0.7326889493562929,5.8526580839052915,-0.4,46,0.05389584135257089,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_val_final,primary,eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_val_final,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_val_final/summary.json,,,outputs/htr_baseline_v1/eval_mixed_cyrillic_natural_full_v1_school_notebooks_clean_val_final/predictions.jsonl,24214,0.043232136246178936,0.17933151620274776,0.8252250764020814,5.9266127033947305,-0.4,46,0.05389584135257089,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_smoke_cyrillic_v4_train,primary,eval_smoke_cyrillic_v4_train,,,outputs/htr_baseline_v1/eval_smoke_cyrillic_v4_train/summary.json,,,outputs/htr_baseline_v1/eval_smoke_cyrillic_v4_train/predictions.jsonl,1000,0.4117827646198792,0.7910833333333332,0.192,3.991,-0.1,60,0.8513535072344539,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_smoke_cyrillic_v4_val,primary,eval_smoke_cyrillic_v4_val,,,outputs/htr_baseline_v1/eval_smoke_cyrillic_v4_val/summary.json,,,outputs/htr_baseline_v1/eval_smoke_cyrillic_v4_val/predictions.jsonl,500,0.8513535072344539,1.007,0.0,3.398,-0.1,60,0.8513535072344539,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
eval_train50k_school_notebooks_v1_test_final,primary,eval_train50k_school_notebooks_v1_test_final,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_test_final/summary.json,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_test_final/predictions.jsonl,24623,0.12137232569271247,0.40992161799943144,0.5963123908540795,5.831336555253219,-0.2,67,0.08032684316336862,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_train50k_school_notebooks_v1_train_final,primary,eval_train50k_school_notebooks_v1_train_final,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_train_final/summary.json,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_train_final/predictions.jsonl,50000,0.0024588311410811458,0.0153,0.98466,5.85868,-0.2,67,0.08032684316336862,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
eval_train50k_school_notebooks_v1_val_final,primary,eval_train50k_school_notebooks_v1_val_final,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_val_final/summary.json,,,outputs/htr_baseline_v1/eval_train50k_school_notebooks_v1_val_final/predictions.jsonl,24214,0.08000069736456242,0.29524242173948956,0.7086396299661353,5.9078632196250105,-0.2,67,0.08032684316336862,"school_notebooks_clean|phrase|pupil_text,school_notebooks_clean|phrase|teacher_comment,school_notebooks_clean|word|pupil_comment,school_notebooks_clean|word|pupil_text,school_notebooks_clean|word|teacher_comment",needs_decision,,,,,,,,,,
penalty_0p0,primary,penalty_0p0,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_0p0/summary.json,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_0p0/predictions.jsonl,7232,0.08113177476794135,0.326544063421829,0.6637168141592921,7.39325221238938,0.0,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
penalty_m0p1,primary,penalty_m0p1,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p1/summary.json,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p1/predictions.jsonl,7232,0.08103394018794416,0.32668233775811223,0.6638550884955752,7.398783185840708,-0.1,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
penalty_m0p2,primary,penalty_m0p2,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p2/summary.json,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p2/predictions.jsonl,7232,0.08089358824484057,0.3261983775811211,0.6644081858407079,7.402378318584071,-0.2,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
penalty_m0p3,primary,penalty_m0p3,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p3/summary.json,,,outputs/htr_baseline_v1/sweep_full_cyrillic_v1_val/penalty_m0p3/predictions.jsonl,7232,0.08090594759763134,0.3264979719764013,0.6644081858407079,7.40625,-0.3,63,0.0810908965262766,"cyrillic_handwriting|phrase|None,cyrillic_handwriting|word|None",needs_decision,,,,,,,,,,
