pilot_id,sample_id,dataset,level,method,is_primary_variant,is_page_stress_dataset,image_width,image_height,image_area,foreground_ratio,skeleton_pixels,skeleton_density,node_count,edge_count,component_count,junction_count,endpoint_count,short_branch_count,loop_candidate_count,nodes_per_1k_skeleton,edges_per_1k_skeleton,components_per_1k_skeleton,junctions_per_1k_skeleton,endpoints_per_1k_skeleton,short_branches_per_1k_skeleton,junction_endpoint_ratio,edge_node_ratio,component_node_ratio,mean_width_proxy,warning_count,warning_risk_score,graph_path,overlay_path,warnings
pilot2_iam_0001,iam_line_000798,iam,line,otsu,True,False,1855,120,222600,0.04522012578616352,2248,0.010098831985624439,117,88,39,27,90,14,1,52.04626334519573,39.145907473309606,17.348754448398576,12.01067615658363,40.0355871886121,6.227758007117438,0.3,0.7521367521367521,0.3333333333333333,4.085188270413982,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0001/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0001/graph_overlay_otsu.png,
pilot2_iam_0002,iam_line_005793,iam,line,otsu,True,False,612,79,48348,0.08449160254819227,905,0.01871845784727393,41,35,13,12,29,3,0,45.30386740331492,38.67403314917127,14.3646408839779,13.259668508287293,32.04419889502763,3.314917127071823,0.41379310344827586,0.8536585365853658,0.3170731707317073,4.35829371260094,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0002/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0002/graph_overlay_otsu.png,
pilot2_iam_0003,iam_line_002839,iam,line,otsu,True,False,1729,164,283556,0.06456572952080013,3828,0.013499978840158558,206,202,55,83,123,50,0,53.81400208986416,52.76907001044932,14.367816091954023,21.682340647857888,32.13166144200627,13.061650992685475,0.6747967479674797,0.9805825242718447,0.2669902912621359,4.064739387190713,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0003/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0003/graph_overlay_otsu.png,
pilot2_iam_0004,iam_line_009446,iam,line,otsu,True,False,1629,200,325800,0.06062001227747084,3971,0.012188459177409454,128,122,21,56,72,4,0,32.23369428355578,30.722739864014102,5.28834046839587,14.102241249055654,18.131453034500126,1.007302946361118,0.7777777777777778,0.953125,0.1640625,4.984609164582116,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0004/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0004/graph_overlay_otsu.png,
pilot2_iam_0005,iam_line_007508,iam,line,otsu,True,False,1727,99,170973,0.10511016359308195,2875,0.016815520579272752,161,183,13,89,72,27,0,56.0,63.65217391304348,4.521739130434782,30.956521739130434,25.043478260869566,9.391304347826088,1.2361111111111112,1.1366459627329193,0.08074534161490683,5.647927749015132,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0005/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0005/graph_overlay_otsu.png,
pilot2_iam_0006,iam_line_001891,iam,line,otsu,True,False,434,89,38626,0.12983482628281467,1241,0.03212861802930669,45,39,9,16,29,8,0,36.2610797743755,31.426269137792104,7.2522159548751,12.892828364222401,23.368251410153103,6.446414182111201,0.5517241379310345,0.8666666666666667,0.2,4.206961635050866,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0006/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0006/graph_overlay_otsu.png,
pilot2_iam_0007,iam_line_009252,iam,line,otsu,True,False,1920,120,230400,0.08514756944444445,2988,0.01296875,184,153,42,60,124,20,2,61.57965194109772,51.204819277108435,14.056224899598394,20.080321285140563,41.49933065595716,6.693440428380187,0.4838709677419355,0.8315217391304348,0.22826086956521738,6.076067389650209,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0007/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0007/graph_overlay_otsu.png,
pilot2_iam_0008,iam_line_012372,iam,line,otsu,True,False,1715,96,164640,0.0873117103984451,3272,0.01987366375121477,143,144,26,68,75,17,0,43.7041564792176,44.00977995110024,7.946210268948655,20.78239608801956,22.921760391198045,5.19559902200489,0.9066666666666666,1.006993006993007,0.18181818181818182,4.464752053402134,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0008/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0008/graph_overlay_otsu.png,
pilot2_iam_0009,iam_line_010228,iam,line,otsu,True,False,1705,54,92070,0.11533615727164115,2469,0.026816552623004235,147,143,27,61,86,30,0,59.53827460510328,57.91818550020251,10.935601458080194,24.706358849736734,34.831915755366545,12.15066828675577,0.7093023255813954,0.9727891156462585,0.1836734693877551,4.13568058547044,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0009/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0009/graph_overlay_otsu.png,
pilot2_iam_0010,iam_line_012605,iam,line,otsu,True,False,1613,76,122588,0.17119130746892028,2839,0.023158873625477208,108,102,25,44,64,8,2,38.04156393096161,35.92814371257485,8.805917576611483,15.49841493483621,22.543148996125396,2.8178936245156745,0.6875,0.9444444444444444,0.23148148148148148,7.195909290706125,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0010/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0010/graph_overlay_otsu.png,
pilot2_cyr_word_0001,cyr_word_008780,cyrillic_handwriting,word,otsu,True,False,256,64,16384,0.07379150390625,496,0.0302734375,39,40,11,14,25,8,0,78.62903225806451,80.64516129032258,22.177419354838708,28.225806451612904,50.403225806451616,16.129032258064516,0.56,1.0256410256410255,0.28205128205128205,2.7670283276129006,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0001/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0001/graph_overlay_otsu.png,
pilot2_cyr_word_0002,cyr_word_052296,cyrillic_handwriting,word,otsu,True,False,197,54,10638,0.19627749576988154,641,0.060255687159240456,88,106,12,50,38,32,0,137.28549141965678,165.3666146645866,18.720748829953198,78.003120124805,59.28237129485179,49.921996879875195,1.3157894736842106,1.2045454545454546,0.13636363636363635,2.9532489115562743,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0002/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0002/graph_overlay_otsu.png,
pilot2_cyr_word_0003,cyr_word_038368,cyrillic_handwriting,word,otsu,True,False,256,64,16384,0.1390380859375,713,0.04351806640625,42,34,10,12,30,6,0,58.906030855539974,47.68583450210379,14.025245441795231,16.830294530154276,42.07573632538569,8.415147265077138,0.4,0.8095238095238095,0.23809523809523808,3.4465657489015533,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0003/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0003/graph_overlay_otsu.png,
pilot2_cyr_word_0004,cyr_word_035925,cyrillic_handwriting,word,otsu,True,False,206,86,17716,0.19044931135696547,527,0.029747121246331,60,50,24,14,46,6,0,113.85199240986718,94.87666034155598,45.54079696394687,26.565464895635674,87.2865275142315,11.385199240986717,0.30434782608695654,0.8333333333333334,0.4,5.0040500895631395,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0004/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0004/graph_overlay_otsu.png,
pilot2_cyr_word_0005,cyr_word_018728,cyrillic_handwriting,word,otsu,True,False,112,36,4032,0.20089285714285715,473,0.11731150793650794,64,58,16,21,43,17,1,135.30655391120507,122.6215644820296,33.82663847780127,44.397463002114165,90.9090909090909,35.940803382663844,0.4883720930232558,0.90625,0.25,2.123685926553532,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0005/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0005/graph_overlay_otsu.png,
pilot2_cyr_word_0006,cyr_word_068341,cyrillic_handwriting,word,otsu,True,False,294,85,24990,0.11744697879151661,677,0.027090836334533814,74,70,26,23,51,16,0,109.30576070901034,103.39734121122599,38.404726735598224,33.97341211225997,75.33234859675036,23.633677991137372,0.45098039215686275,0.9459459459459459,0.35135135135135137,3.9125172234267214,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0006/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0006/graph_overlay_otsu.png,
pilot2_cyr_word_0007,cyr_word_055219,cyrillic_handwriting,word,otsu,True,False,200,115,23000,0.03821739130434783,505,0.021956521739130434,42,29,13,7,35,1,0,83.16831683168317,57.42574257425743,25.742574257425744,13.861386138613861,69.3069306930693,1.9801980198019802,0.2,0.6904761904761905,0.30952380952380953,2.082997038947422,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0007/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0007/graph_overlay_otsu.png,
pilot2_cyr_word_0008,cyr_word_050941,cyrillic_handwriting,word,otsu,True,False,214,120,25680,0.06966510903426791,557,0.021690031152647976,21,23,4,11,10,3,0,37.70197486535009,41.292639138240574,7.1813285457809695,19.748653500897667,17.953321364452425,5.3859964093357275,1.1,1.0952380952380953,0.19047619047619047,3.3833679943209747,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0008/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0008/graph_overlay_otsu.png,
pilot2_cyr_word_0009,cyr_word_032950,cyrillic_handwriting,word,otsu,True,False,256,64,16384,0.16387939453125,639,0.03900146484375,39,36,8,16,23,10,0,61.032863849765256,56.33802816901409,12.519561815336463,25.039123630672925,35.99374021909233,15.64945226917058,0.6956521739130435,0.9230769230769231,0.20512820512820512,4.452035632497926,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0009/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0009/graph_overlay_otsu.png,
pilot2_cyr_word_0010,cyr_word_061507,cyrillic_handwriting,word,otsu,True,False,85,130,11050,0.18226244343891404,262,0.023710407239819004,12,13,6,4,8,2,0,45.80152671755725,49.61832061068702,22.900763358778626,15.267175572519085,30.53435114503817,7.633587786259542,0.5,1.0833333333333333,0.5,5.811522164484216,0,0.0,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0010/graph_otsu.json,outputs/graph_pilot_v2/cyrillic_handwriting/pilot2_cyr_word_0010/graph_overlay_otsu.png,
pilot2_hkr_words_word_0001,hkr_words_020183,hkr_words,word,otsu,True,False,392,73,28616,0.16941571149007548,1026,0.035854067654459046,52,42,12,16,36,3,0,50.682261208576996,40.93567251461988,11.695906432748538,15.594541910331383,35.08771929824562,2.9239766081871346,0.4444444444444444,0.8076923076923077,0.23076923076923078,4.547071533426158,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0001/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0001/graph_overlay_otsu.png,
pilot2_hkr_words_word_0002,hkr_words_015199,hkr_words,word,otsu,True,False,496,73,36208,0.12591140079540433,1297,0.035820813079982326,69,70,9,33,36,7,0,53.19969159599075,53.97070161912105,6.939090208172706,25.443330763299922,27.756360832690824,5.397070161912104,0.9166666666666666,1.0144927536231885,0.13043478260869565,3.5451717883523495,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0002/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0002/graph_overlay_otsu.png,
pilot2_hkr_words_word_0003,hkr_words_053078,hkr_words,word,otsu,True,False,141,65,9165,0.1352973267866885,326,0.03557010365521004,18,15,5,7,11,1,0,55.214723926380366,46.012269938650306,15.337423312883436,21.47239263803681,33.74233128834356,3.067484662576687,0.6363636363636364,0.8333333333333334,0.2777777777777778,4.0471748363362785,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0003/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0003/graph_overlay_otsu.png,
pilot2_hkr_words_word_0004,hkr_words_064321,hkr_words,word,otsu,True,False,137,80,10960,0.16843065693430656,449,0.040967153284671536,29,28,6,12,17,4,0,64.5879732739421,62.360801781737194,13.3630289532294,26.7260579064588,37.8619153674833,8.908685968819599,0.7058823529411765,0.9655172413793104,0.20689655172413793,3.663727023295703,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0004/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0004/graph_overlay_otsu.png,
pilot2_hkr_words_word_0005,hkr_words_031983,hkr_words,word,otsu,True,False,256,75,19200,0.15067708333333332,772,0.04020833333333333,62,58,12,25,37,14,0,80.31088082901555,75.12953367875647,15.544041450777202,32.38341968911917,47.92746113989637,18.134715025906736,0.6756756756756757,0.9354838709677419,0.1935483870967742,3.7635799383344133,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0005/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0005/graph_overlay_otsu.png,
pilot2_hkr_words_word_0006,hkr_words_031741,hkr_words,word,otsu,True,False,352,82,28864,0.15735864745011086,1083,0.03752078713968958,43,49,3,28,15,7,0,39.70452446906741,45.24469067405356,2.770083102493075,25.85410895660203,13.850415512465373,6.463527239150507,1.8666666666666667,1.1395348837209303,0.06976744186046512,4.424497407605906,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0006/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0006/graph_overlay_otsu.png,
pilot2_hkr_words_word_0007,hkr_words_024322,hkr_words,word,otsu,True,False,412,52,21424,0.17993838685586258,1046,0.04882374906646751,65,73,8,37,28,13,0,62.1414913957935,69.78967495219885,7.648183556405353,35.37284894837476,26.76864244741874,12.4282982791587,1.3214285714285714,1.123076923076923,0.12307692307692308,3.846208146330347,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0007/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0007/graph_overlay_otsu.png,
pilot2_hkr_words_word_0008,hkr_words_022061,hkr_words,word,otsu,True,False,217,81,17577,0.1228878648233487,571,0.032485634636172274,26,26,6,12,14,2,0,45.53415061295972,45.53415061295972,10.507880910683012,21.015761821366024,24.518388791593694,3.502626970227671,0.8571428571428571,1.0,0.23076923076923078,3.6710894239706375,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0008/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0008/graph_overlay_otsu.png,
pilot2_hkr_words_word_0009,hkr_words_038376,hkr_words,word,otsu,True,False,375,67,25125,0.10666666666666667,789,0.03140298507462687,52,41,14,14,38,6,0,65.90621039290241,51.964512040557665,17.74397972116603,17.74397972116603,48.162230671736374,7.604562737642586,0.3684210526315789,0.7884615384615384,0.2692307692307692,3.293298238126661,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0009/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0009/graph_overlay_otsu.png,
pilot2_hkr_words_word_0010,hkr_words_024346,hkr_words,word,otsu,True,False,256,57,14592,0.14364035087719298,493,0.03378563596491228,43,36,9,14,29,5,0,87.2210953346856,73.02231237322515,18.255578093306287,28.397565922920894,58.8235294117647,10.141987829614605,0.4827586206896552,0.8372093023255814,0.20930232558139536,3.940927639611707,0,0.0,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0010/graph_otsu.json,outputs/graph_pilot_v2/hkr_words/pilot2_hkr_words_word_0010/graph_overlay_otsu.png,
pilot2_school_pupil_text_0001,school_notebooks_train_0024702,school_notebooks,word,otsu,False,False,216,54,11664,0.4418724279835391,571,0.04895404663923182,42,42,42,0,42,13,1,73.55516637478108,73.55516637478108,73.55516637478108,0.0,73.55516637478108,22.76707530647986,0.0,1.0,1.0,2.0,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0001/graph_otsu.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0001/graph_overlay_otsu.png,
pilot2_school_pupil_text_0001,school_notebooks_train_0024702,school_notebooks,word,sauvola,True,False,216,54,11664,0.20996227709190673,688,0.05898491083676269,64,79,40,17,47,20,3,93.02325581395348,114.82558139534883,58.13953488372093,24.709302325581394,68.31395348837209,29.069767441860463,0.3617021276595745,1.234375,0.625,3.1662635395368515,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0001/graph_sauvola.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0001/graph_overlay_sauvola.png,
pilot2_school_pupil_text_0002,school_notebooks_train_0091565,school_notebooks,word,otsu,False,False,446,96,42816,0.4770646487294469,638,0.014900971599402093,19,21,1,10,9,3,0,29.780564263322884,32.9153605015674,1.567398119122257,15.67398119122257,14.106583072100314,4.702194357366771,1.1111111111111112,1.105263157894737,0.05263157894736842,21.70643612288967,1,18.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0002/graph_otsu.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0002/graph_overlay_otsu.png,too_high_foreground_ratio
pilot2_school_pupil_text_0002,school_notebooks_train_0091565,school_notebooks,word,sauvola,True,False,446,96,42816,0.24327354260089687,1821,0.04253082959641256,105,127,9,66,39,16,0,57.66062602965403,69.74190005491488,4.942339373970346,36.24382207578254,21.4168039538715,8.786381109280615,1.6923076923076923,1.2095238095238094,0.08571428571428572,5.611857555313378,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0002/graph_sauvola.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0002/graph_overlay_sauvola.png,
pilot2_school_pupil_text_0003,school_notebooks_train_0034369,school_notebooks,word,otsu,False,False,257,73,18761,0.3344171419433932,744,0.039656734715633496,71,86,10,38,33,22,0,95.43010752688173,115.59139784946237,13.440860215053764,51.075268817204304,44.354838709677416,29.56989247311828,1.1515151515151516,1.2112676056338028,0.14084507042253522,9.261799511402225,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0003/graph_otsu.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0003/graph_overlay_otsu.png,
pilot2_school_pupil_text_0003,school_notebooks_train_0034369,school_notebooks,word,sauvola,True,False,257,73,18761,0.13490752092105965,593,0.03160812323436917,66,58,20,17,49,17,0,111.29848229342328,97.80775716694772,33.72681281618887,28.66779089376054,82.63069139966274,28.66779089376054,0.3469387755102041,0.8787878787878788,0.30303030303030304,3.51066386997447,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0003/graph_sauvola.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0003/graph_overlay_sauvola.png,
pilot2_school_pupil_text_0004,school_notebooks_train_0213019,school_notebooks,word,otsu,False,False,250,125,31250,0.112128,729,0.023328,36,46,5,24,12,2,0,49.382716049382715,63.10013717421125,6.858710562414266,32.92181069958848,16.46090534979424,2.7434842249657065,2.0,1.2777777777777777,0.1388888888888889,4.8937713989916105,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0004/graph_otsu.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0004/graph_overlay_otsu.png,
pilot2_school_pupil_text_0004,school_notebooks_train_0213019,school_notebooks,word,sauvola,True,False,250,125,31250,0.144928,1280,0.04096,166,158,58,53,113,48,0,129.6875,123.4375,45.3125,41.40625,88.28125,37.5,0.4690265486725664,0.9518072289156626,0.3493975903614458,3.0131848451151164,0,0.0,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0004/graph_sauvola.json,outputs/graph_pilot_v2/school_notebooks/pilot2_school_pupil_text_0004/graph_overlay_sauvola.png,
